Module	SubArea	Screen	RelativePath	Category	Complexity	Score	LegacyBucket	AspxLoc	VbLoc	Controls	Grids	Inputs	Buttons	ProcCount	Writes	ClientAssets	MigratedTo	Procs
RetailBanking	InterestActivity/sb	sb_int_calc_V2.aspx	RetailBanking/InterestActivity/sb/sb_int_calc_V2.aspx	Transaction / Entry	Medium	9.71	Medium	148	607	9	0	2	0	8	yes	yes		pr_b_getmonthlastworkingdate;pr_d_getsbheadsforintcalc_v1;pr_d_getsbheadsforintpost_v1;pr_x_getcalculatedinterestmulti;pr_x_sbintcalcbulkinsert;pr_x_sbintcalcpoststatus;pr_x_sbintpostbulkinsert;pr_x_verifysbintcalc
RetailBanking	InterestActivity/TDS	b_TdsChallanDetails.aspx	RetailBanking/InterestActivity/TDS/b_TdsChallanDetails.aspx	CRUD master	Medium	9.77	Medium	213	931	39	1	15	6	2	yes			pr_b_sb_b_tdschallandetails;pr_x_gettotaltdsdeducted
RetailBanking	InterestActivity/TDS	TDS_int_calc.aspx	RetailBanking/InterestActivity/TDS/TDS_int_calc.aspx	CRUD master	Medium	8.25	Medium	251	434	34	2	1	5	4	yes			pr_d_gettdscalculation;pr_d_tdscalculationproccess;pr_d_tdsposting;pr_x_mergeintpostintdscons
RetailBanking	InterestActivity/TDS	TDSallaccountDetails.aspx	RetailBanking/InterestActivity/TDS/TDSallaccountDetails.aspx	Search / List / Inquiry	Complex	12.77	Medium	384	337	88	5	0	0	5				pr_b_gettdsprovisionalschedule;pr_d_gettdscalculation;pr_x_getclientacctdsdetail;pr_x_getclienttdsledgerdetail;pr_x_r_gettdsceritificatenew
RetailBanking	InterestActivity/TDS	TdsBranchwisedetails.aspx	RetailBanking/InterestActivity/TDS/TdsBranchwisedetails.aspx	Search / List / Inquiry	Medium	9.36	Medium	293	270	64	4	2	1	3				pr_d_gettdspostingerrorinfo;pr_d_tdsdeductedafterint;pr_x_getclientacctdsdetail
RetailBanking	InterestActivity/TDS	x_TDS_PANABCCA.aspx	RetailBanking/InterestActivity/TDS/x_TDS_PANABCCA.aspx	CRUD master	Medium	7.58	Medium	180	459	38	3	3	8	1	yes			pr_x_crud_tds_panabcca
RetailBanking	KYC	ClientsConsent.aspx	RetailBanking/KYC/ClientsConsent.aspx	Client-rendered / Other	Simple	0.15	Medium	114	11	2	0	0	1	0				
RetailBanking	KYC	kyc_Batch.aspx	RetailBanking/KYC/kyc_Batch.aspx	Batch / Process	Complex	16.05	Medium	300	1154	49	2	9	11	8	yes			pr_g_getconsbranches;pr_kyc_deletebatch;pr_kyc_getallclient;pr_kyc_issignatureimgexist;pr_kyc_loadbatch;pr_kyc_savebatch;pr_kyc_sb_getbatchdata;pr_kyc_updatebatch
RetailBanking	KYC	kyc_BulkDownloadGenFile.aspx	RetailBanking/KYC/kyc_BulkDownloadGenFile.aspx	CRUD master	Complex	14.94	Medium	333	993	73	3	9	6	5	yes			pr_kyc_bulkdownloadgenfileexport;pr_kyc_getexportbulkdownloadgenfiledata;pr_kyc_getfilenamebulkdownloadgenfiledata;pr_kyc_isexistsckycno;pr_kyc_savebulkdownloadgenfile
RetailBanking	KYC	kyc_BulkDownloadResponseFile.aspx	RetailBanking/KYC/kyc_BulkDownloadResponseFile.aspx	CRUD master	Medium	7.13	Medium	86	673	16	1	1	4	2	yes			pr_kyc_bulkdownload_response_save_file;pr_kyc_savebulkdownloadimage
RetailBanking	KYC	kyc_BulkFile.aspx	RetailBanking/KYC/kyc_BulkFile.aspx	CRUD master	Medium	11.06	Medium	116	909	15	1	2	5	6	yes			pr_kyc_deletebulkfiledetails;pr_kyc_getbatchclientdetails;pr_kyc_getbulkfiledetails;pr_kyc_getexportbulkfiledata;pr_kyc_savebulkfiledetails;pr_kyc_updatebulkfiledetails
RetailBanking	KYC	kyc_BulkSearch.aspx	RetailBanking/KYC/kyc_BulkSearch.aspx	CRUD master	Medium	11.16	Medium	311	750	54	2	6	10	4	yes			pr_kyc_bulksearchgenfileexport;pr_kyc_bulksearchresponse_save_file;pr_kyc_getexportbulksearchgenfiledata;pr_kyc_savebulksearchdownloadgenfile
RetailBanking	KYC	kyc_ClientAdditionalDetails.aspx	RetailBanking/KYC/kyc_ClientAdditionalDetails.aspx	CRUD master	Medium	8.07	Medium	211	509	37	1	9	5	4	yes			pr_g_getcity;pr_kyc_update_clientadditionaldetails;pr_load_kyc_clientadditionaldetails;pr_sb_kyc_clientadditionaldetails
RetailBanking	KYC	kyc_ClientDetailsPopup.aspx	RetailBanking/KYC/kyc_ClientDetailsPopup.aspx	Popup / Dialog	Complex	19.95	Medium	1663	527	256	7	127	7	1				pr_kyc_getdownloadeddetails
RetailBanking	KYC	kyc_ClientValidationStatus.aspx	RetailBanking/KYC/kyc_ClientValidationStatus.aspx	CRUD master	Medium	5.27	Medium	201	262	33	2	7	4	1	yes			pr_kyc_getvalidationsummarystatus
RetailBanking	KYC	kyc_Dashboard.aspx	RetailBanking/KYC/kyc_Dashboard.aspx	CRUD master	Medium	5.34	Medium	178	237	24	2	1	1	2	yes			pr_g_getconsbranches;pr_kyc_dashboard
RetailBanking	KYC	KYC_DashboardDetails.aspx	RetailBanking/KYC/KYC_DashboardDetails.aspx	Search / List / Inquiry	Simple	2.73	Medium	71	157	7	1	0	2	1				pr_kyc_dashboard
RetailBanking	KYC	kyc_DocSnapPreview.aspx	RetailBanking/KYC/kyc_DocSnapPreview.aspx	Client-rendered / Other	Simple	0.72	Medium	16	102	1	0	0	0	0				
RetailBanking	KYC	kyc_DownloadBatch.aspx	RetailBanking/KYC/kyc_DownloadBatch.aspx	Batch / Process	Complex	14.76	Medium	248	792	57	3	6	15	8	yes			pr_kyc_bulkmergeclientdetails;pr_kyc_deletebulkdownloadbatch;pr_kyc_getbulkdownloadfiledetails;pr_kyc_getdownloadbatchdetails;pr_kyc_populatedownloadbatchflie;pr_kyc_populatedownloadbatchnumber;pr_kyc_savebulkdownloadbatch;pr_kyc_sb_getdownloadbatchdetails
RetailBanking	KYC	kyc_GetCustomerDetails.aspx	RetailBanking/KYC/kyc_GetCustomerDetails.aspx	Search / List / Inquiry	Medium	6.11	Medium	188	371	36	2	4	4	1				pr_kyc_getcustomerdetails
RetailBanking	KYC	kyc_Inward.aspx	RetailBanking/KYC/kyc_Inward.aspx	Client-rendered / Other	Medium	4.35	Medium	33	616	6	0	0	1	0				
RetailBanking	KYC	kyc_ReconcilePostResponseFile.aspx	RetailBanking/KYC/kyc_ReconcilePostResponseFile.aspx	CRUD master	Medium	4.21	Medium	105	224	18	1	1	3	2	yes			pr_kyc_generatepostresponsedata;pr_kyc_postresponse_savefile
RetailBanking	KYC	kyc_ReconcileResponseFile.aspx	RetailBanking/KYC/kyc_ReconcileResponseFile.aspx	CRUD master	Medium	6.1	Medium	169	459	26	1	4	6	2	yes			pr_kyc_getreconcileexportdata;pr_kyc_reconcileresponsefilesave
RetailBanking	KYC	KYCClientPopup_V1.aspx	RetailBanking/KYC/KYCClientPopup_V1.aspx	Popup / Dialog	Complex	53.19	Medium	1895	5218	305	7	133	1	1				pr_g_getcity
RetailBanking	Legal	lg_Consultant.aspx	RetailBanking/Legal/lg_Consultant.aspx	CRUD master	Medium	6.25	Medium	154	560	28	1	9	6	1	yes			pr_lg_sb_getconsultantname
RetailBanking	Legal	lg_PoliceCase.aspx	RetailBanking/Legal/lg_PoliceCase.aspx	Search / List / Inquiry	Complex	12.41	Medium	303	1135	51	2	3	8	2				pr_lg_policecase;pr_lg_sb_policecase
RetailBanking	Legal	lg_SuitCase.aspx	RetailBanking/Legal/lg_SuitCase.aspx	CRUD master	Complex	20.67	Medium	347	2135	51	1	13	6	6	yes			pr_c_savesuitfilemarkinghistory;pr_lg_sb_getcasesuit;pr_lg_sb_getconsultantname;pr_lg_sb_getsectionname;pr_x_getloanandadvanceaccountdailyposition;pr_x_getoverdueamountandnoofinstallment
RetailBanking	Legal	lg_SuitCaseClosing.aspx	RetailBanking/Legal/lg_SuitCaseClosing.aspx	CRUD master	Complex	15.09	Medium	339	1352	67	2	3	7	3	yes			pr_lg_sb_getcasesuit;pr_lg_sb_getsectionname;pr_lg_sb_suitcasehistory
RetailBanking	Legal	lg_SuitCaseHistory.aspx	RetailBanking/Legal/lg_SuitCaseHistory.aspx	CRUD master	Complex	17.14	Medium	400	1623	73	2	3	6	3	yes			pr_lg_sb_getcasesuit;pr_lg_sb_getsectionname;pr_lg_sb_suitcasehistory
RetailBanking	NPA	b_NPAClassMaster.aspx	RetailBanking/NPA/b_NPAClassMaster.aspx	CRUD master	Complex	14.17	Medium	142	1537	28	2	4	6	2	yes			pr_b_getnpaclassmaster;pr_b_getnpaclassmastername
RetailBanking	NPA	b_NPAMaster.aspx	RetailBanking/NPA/b_NPAMaster.aspx	CRUD master	Medium	8.75	Medium	153	809	29	2	4	6	1	yes			pr_b_getnpaclassmastername
RetailBanking	NPA	b_NPAParameters.aspx	RetailBanking/NPA/b_NPAParameters.aspx	CRUD master	Medium	8.47	Medium	96	1031	20	1	3	4	0	yes			
RetailBanking	NPA	b_NPAReceivableRecAppr.aspx	RetailBanking/NPA/b_NPAReceivableRecAppr.aspx	CRUD master	Medium	4.09	Medium	103	254	20	2	1	4	0	yes			
RetailBanking	NPA	c_ManualNPAStatUpdate.aspx	RetailBanking/NPA/c_ManualNPAStatUpdate.aspx	CRUD master	Medium	11.01	Medium	296	914	58	1	3	7	3	yes			pr_c_npastatusupdate;pr_c_sb_npastatusupdate;pr_g_getconsbranches
RetailBanking	NPA	c_NPAAccountSetting.aspx	RetailBanking/NPA/c_NPAAccountSetting.aspx	CRUD master	Complex	16.89	Medium	259	1754	45	2	4	6	3	yes			pr_b_getaccountlist;pr_c_getnpaaccountsettings;pr_c_sb_getnpaacsetting
RetailBanking	NPA	c_NPAMethodMapping.aspx	RetailBanking/NPA/c_NPAMethodMapping.aspx	CRUD master	Medium	7.45	Medium	104	902	16	1	0	6	0	yes			
RetailBanking	NPA	DepositNPAcalc.aspx	RetailBanking/NPA/DepositNPAcalc.aspx	Transaction / Entry	Medium	7.96	Medium	143	540	24	2	2	3	3	yes			pr_c_getnpacalcdeposit;pr_c_npacalcdeposit;pr_c_npacalcdepositpass
RetailBanking	NPA	SubAccountNPAMarking.aspx	RetailBanking/NPA/SubAccountNPAMarking.aspx	Transaction / Entry	Medium	4.45	Medium	75	286	6	0	1	0	3	yes	yes		pr_c_processnpalinkaccinfo;pr_c_subnpacalculationmulti;pr_x_getsubaccnpaheadsforcalc
RetailBanking	NPA	x_InvNPASetting.aspx	RetailBanking/NPA/x_InvNPASetting.aspx	CRUD master	Medium	8.43	Medium	134	754	30	2	4	6	1	yes			pr_b_getinvnpasetting
RetailBanking	NPA	x_NPACalculation.aspx	RetailBanking/NPA/x_NPACalculation.aspx	CRUD master	Complex	19.16	Medium	600	1368	116	3	30	6	5	yes			pr_c_getaccountsfornpa;pr_c_npacalculation;pr_c_npacalculationforemi_v1;pr_c_shiftlnccint;pr_g_checkbgprocess
RetailBanking	NPA	x_NPACalculationMulti_V2.aspx	RetailBanking/NPA/x_NPACalculationMulti_V2.aspx	Transaction / Entry	Medium	9.5	Medium	90	600	5	0	1	0	8	yes	yes		pr_bw_addtoquenpacalc_v1;pr_bw_getprocesslistnpacalc_v1;pr_c_getnpaaccdetails;pr_c_npacalculationmulti_v1;pr_c_npacalculationprovmulti_v1;pr_c_npapassmulti_v1;pr_c_npaupdateaccountsetting_v1;pr_c_npaupdatesecuritynatureandvalue_v1
RetailBanking	NPA	x_NpaIntRevert.aspx	RetailBanking/NPA/x_NpaIntRevert.aspx	CRUD master	Medium	9.69	Medium	185	445	33	3	2	4	5	yes			pr_x_getnpaaccrevertpassing;pr_x_getnpaintrevert;pr_x_getnpaintrevertsave;pr_x_getrecordnpaintrevertforpassing;pr_x_sb_getnpaintrevert
RetailBanking	NPCI	npci_All_DisputesImport.aspx	RetailBanking/NPCI/npci_All_DisputesImport.aspx	CRUD master	Medium	11.59	Medium	271	701	38	3	2	4	5	yes			pr_npci_deleterefundimportdetails;pr_npci_getalldisputeimportitems;pr_npci_savealldisputedetailtrans;pr_npci_savealldisputeimportitems;pr_npci_saverefundimportitems
RetailBanking	NPCI	npci_All_DisputeTransactionPosting.aspx	RetailBanking/NPCI/npci_All_DisputeTransactionPosting.aspx	Transaction / Entry	Medium	11.91	Complex	253	898	33	2	1	4	5	yes			pr_npci_alldispute_getbranchxml;pr_npci_alldispute_processatbranch;pr_npci_alldispute_processatccpc;pr_npci_alldispute_processatho;pr_npci_getalldisputereturndeatiltrans
RetailBanking	PACS	x_PACSCropInsurance.aspx	RetailBanking/PACS/x_PACSCropInsurance.aspx	CRUD master	Complex	12.43	Medium	244	779	46	3	4	6	5	yes			pr_x_deletepacsmembercropinsurance;pr_x_getpacscropinsurancememberlist;pr_x_loadpacsmembercropinsurance;pr_x_passpacsmembercropinsurance;pr_x_savepacscropinsurance
RetailBanking	PACS	x_PACSMemberLedgerView.aspx	RetailBanking/PACS/x_PACSMemberLedgerView.aspx	Search / List / Inquiry	Medium	5.21	Medium	181	326	26	1	0	2	2				pr_x_getpacsrecoverymemberdetails;pr_x_r_pacsmemberledgerview
RetailBanking	pmby	apy.aspx	RetailBanking/pmby/apy.aspx	Client-rendered / Other	Medium	7.14	Medium	18	495	6	0	0	1	6				pr_apy_autodebittranataccount;pr_apy_autodebittranatgetinfoxml;pr_apy_autodebittranatho;pr_apy_autodebittranatmaster;pr_apy_getcontributiondataexport;pr_apy_getregaccfileexport
RetailBanking	pmby	APY_DeathClaim.aspx	RetailBanking/pmby/APY_DeathClaim.aspx	CRUD master	Medium	9.94	Medium	280	807	49	1	6	7	3	yes			pr_apy_loadsavedeathclaim;pr_apy_sb_getdeathclaim;pr_ft_getifsccode
RetailBanking	pmby	pmby.aspx	RetailBanking/pmby/pmby.aspx	Client-rendered / Other	Medium	10.41	Medium	18	731	6	0	0	1	8		yes		pr_pmby_preparememberdatabatchrq;pr_pmby_process_tran;pr_pmby_renewal_bulkprocess;pr_pmby_renewal_tranatmaster;pr_pmby_renewalprocess_tran;pr_pmby_savememberdatabatchrq;pr_pmby_savememberdatabatchrs;pr_pmby_tranatmaster
RetailBanking	pmby	Pmby_PolicyMaster.aspx	RetailBanking/pmby/Pmby_PolicyMaster.aspx	CRUD master	Medium	5.62	Medium	96	405	23	1	4	7	2	yes			pr_pmby_policymastersave;pr_pmby_updaterenpolicies
RetailBanking	pmby	PMBYMemsettlementView.aspx	RetailBanking/pmby/PMBYMemsettlementView.aspx	Client-rendered / Other	Simple	2.85	Medium	111	230	18	0	0	1	1				pr_pmby_sb_getmemsettlementhead
RetailBanking	pmby	SocialSchemeDetails.aspx	RetailBanking/pmby/SocialSchemeDetails.aspx	Client-rendered / Other	Simple	2.47	Medium	119	215	26	0	1	2	0				
RetailBanking	Printing	DepositSlipPrinting.aspx	RetailBanking/Printing/DepositSlipPrinting.aspx	Report	Report	73.75	Medium	251	10865	33	0	1	2	0				
RetailBanking	Printing	LoanRepaymentReceipt.aspx	RetailBanking/Printing/LoanRepaymentReceipt.aspx	Transaction / Entry	Complex	18.01	Medium	242	1957	29	1	3	6	5	yes			pr_g_preparename;pr_g_rupeesinwords;pr_x_getloanrepaymentreceipt;pr_x_getloanrepaymenttransactiondetails;pr_x_gettransactiondetailsforvoucherprinting
RetailBanking	Printing	RecPrinting.aspx	RetailBanking/Printing/RecPrinting.aspx	Transaction / Entry	Medium	6.97	Medium	137	685	15	0	1	4	3	yes			pr_g_preparename;pr_g_rupeesinwords;pr_x_getbatchreceipt
RetailBanking	RTGS	FundTransferMsgLog.aspx	RetailBanking/RTGS/FundTransferMsgLog.aspx	Transaction / Entry	Simple	3.86	Medium	126	123	41	1	7	3	1				pr_ft_getmsglog
RetailBanking	RTGS	Iftas24By7Neft.aspx	RetailBanking/RTGS/Iftas24By7Neft.aspx	CRUD master	Complex	38.13	Medium	166	3313	31	2	0	5	22	yes			pr_ft_admi004;pr_ft_camt054;pr_ft_getcellinterbankaccountno;pr_ft_getconnectionstringnames;pr_ft_getownbenaccountdetails;pr_ft_logmsgprocessingerror;pr_ft_n02_i_save;pr_ft_n04i;pr_ft_pacs002;pr_ft_pacs004_inward;pr_ft_r41r42;pr_ft_savefunddetails;pr_ft_savefunddetailsiso20022;pr_ft_savemsg;pr_ft_savemsgiso20022;pr_ft_senttoph;pr_x_fundrcvdprocessatcell;pr_x_fundrcvdprocessatcustomer;pr_x_fundrcvdprocessatho;pr_x_fundrcvdprocesscaller;pr_x_fundtranprocessatcounter;pr_x_getn02recordlibrarytoexecute
RetailBanking	RTGS	OutwardPayRetMark.aspx	RetailBanking/RTGS/OutwardPayRetMark.aspx	CRUD master	Medium	5.37	Medium	134	307	33	1	1	4	2	yes			pr_x_getrtgsoutwardpayretmarklist;pr_x_outwardpayretmark
RetailBanking	RTGS	RTGSEnquiry.aspx	RetailBanking/RTGS/RTGSEnquiry.aspx	CRUD master	Medium	6.87	Medium	87	527	19	1	1	4	3	yes			pr_x_getrtgsiciciapilist;pr_x_ntechrtgstranreversal;pr_x_rtgsiciciapi
RetailBanking	RTGS	RTGSExport.aspx	RetailBanking/RTGS/RTGSExport.aspx	Search / List / Inquiry	Medium	8.36	Medium	225	438	46	3	2	2	2				pr_x_getrtgsdataexport;pr_x_rtgsexportmah
RetailBanking	RTGS	RTGSExportNew.aspx	RetailBanking/RTGS/RTGSExportNew.aspx	CRUD master	Complex	26.33	Medium	521	1369	185	10	6	2	3	yes			pr_x_getrtgsdataexportconsv1;pr_x_getrtgsreturnexportcount;pr_x_savertgsexportfilelog
RetailBanking	RTGS	RTGSExportUtrDet.aspx	RetailBanking/RTGS/RTGSExportUtrDet.aspx	Search / List / Inquiry	Medium	6.46	Medium	250	315	74	1	22	3	1				pr_x_getrtgsexportutrdetails
RetailBanking	RTGS	RtgsIftsDashEnqForm.aspx	RetailBanking/RTGS/RtgsIftsDashEnqForm.aspx	CRUD master	Medium	10.62	Medium	311	561	57	5	2	14	1	yes			pr_getrtgsneftdashformenqsummary
RetailBanking	RTGS	RtgsIftsDashEnqFormPopUp.aspx	RetailBanking/RTGS/RtgsIftsDashEnqFormPopUp.aspx	Popup / Dialog	Simple	3.68	Medium	86	174	28	1	0	2	1	yes			pr_getrtgsneftdashformenqsummary
RetailBanking	RTGS	RTGSImport.aspx	RetailBanking/RTGS/RTGSImport.aspx	CRUD master	Complex	49.76	Medium	723	3606	198	14	1	12	11	yes			pr_x_fundrcvdprocessatcell;pr_x_fundrcvdprocessatcustomer;pr_x_fundrcvdprocessatho;pr_x_fundtranprocessatcounter;pr_x_getfundtranxml;pr_x_getservicebranch;pr_x_loadimportitems;pr_x_rtgsfundrcvdprocess;pr_x_rtgsimportdumperrorv2;pr_x_rtgsimportfileprocess;pr_x_rtgsreturntransactions
RetailBanking	RTGS	RTGSImportFileStatus.aspx	RetailBanking/RTGS/RTGSImportFileStatus.aspx	Search / List / Inquiry	Simple	2.11	Medium	86	65	7	1	0	1	1				pr_x_getrtgsinwardfilestatus
RetailBanking	RTGS	RTGSImportReturn.aspx	RetailBanking/RTGS/RTGSImportReturn.aspx	CRUD master	Medium	8.9	Medium	307	765	55	2	6	7	0	yes			
RetailBanking	RTGS	RTGSPayment.aspx	RetailBanking/RTGS/RTGSPayment.aspx	Transaction / Entry	Complex	83.96	Medium	1019	7017	167	6	39	17	42	yes	yes		pr_b_getchargesamount;pr_b_ispannoexists;pr_b_valicatergtstime;pr_ft_getifsccode;pr_ft_getifsccodedetails;pr_ft_savemsg;pr_g_rupeesinwords;pr_x_calculationofservicetaxcommon;pr_x_fundtranprocess;pr_x_fundtranprocessatcell;pr_x_fundtranprocessatcounter;pr_x_fundtranprocessatcustomer;pr_x_fundtranprocessatho;pr_x_getaccountdetails;pr_x_getaccountsv2;pr_x_getauthrtgsamtlimit;pr_x_getbeneficiarylibrary;pr_x_getclientincomedetails;pr_x_getcurrentodlimit;pr_x_getfundtrandetails;pr_x_getfundtranutrno;pr_x_getfundtranxml;pr_x_getrtgsdetailstranview;pr_x_getrtgspaymentcollectionaccbal;pr_x_getservicebranch;pr_x_getsweepamount;pr_x_gettrandebitamountrtgs;pr_x_ischequenumbervalid;pr_x_ntechrtgsapicaller;pr_x_ntechrtgstranreversal;pr_x_rtgsbenapilog;pr_x_rtgsiciciapi;pr_x_rtgstranprocessatcustomerview;pr_x_sb_gettransaction;pr_x_scrollsave;pr_x_transactionanywhereunpasstrandelete;pr_x_transactionanywhereunpasstransave;pr_x_transactionvalidate;pr_x_valform60marking;pr_x_validatertgstran;pr_x_validateusertranlimit;pr_x_valrtgsentryforauth
RetailBanking	RTGS	rtgspaymentbatch.aspx	RetailBanking/RTGS/rtgspaymentbatch.aspx	Transaction / Entry	Complex	28.25	Medium	17	2776	6	0	0	1	15		yes		pr_ft_checkduplicate;pr_ft_checkduplicateiso20022;pr_ft_checkduplicateiso20022_v2;pr_ft_savemsg;pr_ft_savemsg_v2;pr_ft_savemsgiso20022;pr_x_getfundtrandetails;pr_x_getfundtrandetailsiso20022;pr_x_getfundtrandetailsiso20022_v2;pr_x_rtgspaymentbatch_form_action;pr_x_rtgspaymentbatch_pass_phase;pr_x_rtgspaymentbatch_pass_phase1;pr_x_rtgspaymentbatch_pass_phase2;pr_x_rtgspaymentbatch_pass_phase3;pr_x_rtgspaymentbatch_pass_phase4
RetailBanking	RTGS	rtgspaymentbatch_popup.aspx	RetailBanking/RTGS/rtgspaymentbatch_popup.aspx	Popup / Dialog	Simple	1.81	Medium	58	43	3	1	0	0	1				pr_x_rtgspaymentbatch_pass_phase3
RetailBanking	RTGS	rtgspaymentbatch_upload.aspx	RetailBanking/RTGS/rtgspaymentbatch_upload.aspx	Transaction / Entry	Complex	12.82	Medium	47	1899	4	0	1	1	0	yes			
RetailBanking	RTGS	RTGSPaymentReversalV1.aspx	RetailBanking/RTGS/RTGSPaymentReversalV1.aspx	Transaction / Entry	Medium	9.26	Medium	133	633	31	1	1	4	5	yes			pr_x_fundreverseprocessatcell;pr_x_fundreverseprocessatcustomer;pr_x_fundreverseprocessatho;pr_x_getrtgspaymentreversallist;pr_x_savertgspaymentreversallog
RetailBanking	RTGS	RTGSPaymentv1.aspx	RetailBanking/RTGS/RTGSPaymentv1.aspx	Transaction / Entry	Complex	68.65	Medium	895	5674	143	3	36	14	37	yes	yes		pr_b_getchargesamount;pr_b_valicatergtstime;pr_ft_checkduplicate;pr_ft_checkduplicateiso20022;pr_ft_checkduplicateiso20022_v2;pr_ft_getifsccode;pr_ft_getifsccodedetails;pr_ft_savemsg;pr_ft_savemsg_v2;pr_ft_savemsgiso20022;pr_g_rupeesinwords;pr_x_calculationofservicetaxcommon;pr_x_fundtranprocessatcell;pr_x_fundtranprocessatcounter;pr_x_fundtranprocessatcustomer;pr_x_fundtranprocessatho;pr_x_getaccountdetails;pr_x_getauthrtgsamtlimit;pr_x_getcurrentodlimit;pr_x_getfundtrandetails;pr_x_getfundtrandetailsiso20022;pr_x_getfundtrandetailsiso20022_v2;pr_x_getfundtranutrno;pr_x_getfundtranxml;pr_x_getrtgsowcharges;pr_x_getrtgspaymentcollectionaccbal;pr_x_getrtgswtdrlamt;pr_x_getservicebranch;pr_x_getsweepamount;pr_x_gettrandebitamountrtgs;pr_x_ischequenumbervalid;pr_x_rtgsbenapilog;pr_x_sb_gettransaction;pr_x_scrollsave;pr_x_transactionanywhereunpasstrandelete;pr_x_transactionanywhereunpasstransave;pr_x_validatertgstran
RetailBanking	RTGS	RTGSPaymentV2.aspx	RetailBanking/RTGS/RTGSPaymentV2.aspx	Transaction / Entry	Complex	17.65	Medium	474	1099	83	2	32	6	9	yes			pr_b_getchargesamount;pr_ft_getifsccode;pr_g_rupeesinwords;pr_x_calculationofservicetaxcommon;pr_x_getaccountdetails;pr_x_getcurrentodlimit;pr_x_getrtgspaymentcollectionaccbal;pr_x_gettrandebitamountrtgs;pr_x_mbank_trf_req_pass
RetailBanking	RTGS	RTGSPaymentV3.aspx	RetailBanking/RTGS/RTGSPaymentV3.aspx	Transaction / Entry	Complex	51.04	Medium	680	4248	118	3	31	9	26	yes			pr_b_getchargesamount;pr_b_valicatergtstime;pr_ft_checkduplicate;pr_ft_checkduplicateiso20022;pr_ft_getifsccode;pr_ft_savemsg;pr_ft_savemsgiso20022;pr_g_rupeesinwords;pr_x_calculationofservicetaxcommon;pr_x_fundtranprocessatcell;pr_x_fundtranprocessatcounter;pr_x_fundtranprocessatcustomer;pr_x_fundtranprocessatho;pr_x_getaccountdetails;pr_x_getcurrentodlimit;pr_x_getfundtrandetails;pr_x_getfundtrandetailsiso20022;pr_x_getfundtranutrno;pr_x_getfundtranxml;pr_x_getrtgspaymentcollectionaccbal;pr_x_getservicebranch;pr_x_gettrandebitamountrtgs;pr_x_sb_gettransaction;pr_x_scrollsave;pr_x_transactionanywhereunpasstrandelete;pr_x_transactionanywhereunpasstransave
RetailBanking	RTGS	RTGSResponseImport.aspx	RetailBanking/RTGS/RTGSResponseImport.aspx	CRUD master	Complex	20.62	Medium	344	909	109	12	0	6	1	yes			pr_x_rtgsresponseimport
RetailBanking	RTGS	RTGSRetMark.aspx	RetailBanking/RTGS/RTGSRetMark.aspx	CRUD master	Medium	9.45	Medium	347	692	66	2	13	6	1	yes			pr_c_rtgsretmark
RetailBanking	RTGS	x_RTGSRstrctDate.aspx	RetailBanking/RTGS/x_RTGSRstrctDate.aspx	Search / List / Inquiry	Simple	3.86	Medium	78	261	18	1	1	6	1				pr_x_rtgsrstrctdate
RetailBanking	ServiceTaxCalculation	serviceTaxCalculation.aspx	RetailBanking/ServiceTaxCalculation/serviceTaxCalculation.aspx	CRUD master	Medium	8.23	Medium	122	556	28	2	2	6	3	yes			pr_x_calculateservicetax;pr_x_calculationofservicetax;pr_x_getservicetaxaccountheadmapping
RetailBanking	ServiceTaxCalculation	x_ServiceTaxAccountHeadMapping.aspx	RetailBanking/ServiceTaxCalculation/x_ServiceTaxAccountHeadMapping.aspx	CRUD master	Medium	4.22	Medium	63	363	10	1	0	4	1	yes			pr_x_getservicetaxaccountheadmapping
RetailBanking	SI	standingInstructionProcessing.aspx	RetailBanking/SI/standingInstructionProcessing.aspx	Batch / Process	Complex	21.31	Medium	326	1169	68	3	4	8	14	yes			pr_b_warningmsgrdpenalty;pr_x_dumpsiaccountsunexecuted;pr_x_getsiaccountsunexecuted;pr_x_getsitoexecutebycrachd;pr_x_getstandinginstructionscheduletoexecute;pr_x_sideleteexceptionaltran;pr_x_sigetchartofaccinvolved;pr_x_siholidaycheck;pr_x_siprocess;pr_x_siprocesscredit;pr_x_siprocessdelete;pr_x_siprocessho;pr_x_siprocesspass;pr_x_transaction
RetailBanking	SI	x_StandingInstruction.aspx	RetailBanking/SI/x_StandingInstruction.aspx	CRUD master	Complex	41.07	Medium	362	4090	65	2	11	7	16	yes			pr_b_getaccountlist;pr_b_getchargesamount;pr_x_duplicateservicecharges;pr_x_getnoofexecutedschedule;pr_x_getnoofnonexecutedschedule;pr_x_getrsqdailydepositclientaccountnumber;pr_x_getrsqsipigmyagentno;pr_x_getservicecharges;pr_x_getstandinginstructionsch;pr_x_getstandinginstructionschedule;pr_x_sb_getstandinginstruction;pr_x_sidelete;pr_x_sipass;pr_x_sisave;pr_x_siupdate;pr_x_stdeduction
RetailBanking	SMS	sms_registeredAccount.aspx	RetailBanking/SMS/sms_registeredAccount.aspx	CRUD master	Complex	27.63	Medium	437	3016	58	2	14	8	6	yes			pr_b_getchargesamount;pr_p_getsqbranches;pr_sms_registeredaccount_save;pr_sms_registeredaccount_save_branch;pr_sms_renewregaccount_save;pr_sms_sb_getregisteredaccount
