Module	SubArea	Screen	RelativePath	Category	Complexity	Score	LegacyBucket	AspxLoc	VbLoc	Controls	Grids	Inputs	Buttons	ProcCount	Writes	ClientAssets	MigratedTo	Procs
Reports	CKYC	kyc_ReportSettings.aspx	Reports/CKYC/kyc_ReportSettings.aspx	Report	Report	21.97	Report	706	1507	103	0	22	6	13	yes			pr_g_getconsbranches;pr_kyc_batchwisestatus;pr_r_ckycbasiccustomerdetailsreport;pr_r_ckycbulkuploadfilereport;pr_r_ckycbulkuploadfilesummaryreport;pr_r_ckycreport;pr_r_kyc_getbulkdownloadgenfilename;pr_r_kycaadhaarpanverificationreport;pr_r_kycbulkdownloadgenfilereport;pr_r_kycgetdownloadeddetailsreport;pr_r_kycgetresponsefilereport;pr_r_kycverificationcertificate;pr_r_listofcustomerreport
Reports	EmployeeDemand	DemandRecoveryStatementReport.aspx	Reports/EmployeeDemand/DemandRecoveryStatementReport.aspx	Report	Report	7.99	Report	146	593	41	0	7	3	4	yes			pr_rpt_x_employeedemandrecoverycalcultionlist;pr_rpt_x_employeedemandrecoverycalcultionlistdatewise;pr_rpt_x_employeedemandrecoverystatementlist;pr_rpt_x_employeedemandrecoverystatementlistdatewise
Reports	EmployeeDemand	DemandSentReceivedStatement.aspx	Reports/EmployeeDemand/DemandSentReceivedStatement.aspx	Report	Report	3.86	Report	86	417	12	0	1	3	1				pr_x_r_demandsentreceivedstatement
Reports	EmployeeDemand	EmployeeDemandDiffAmount.aspx	Reports/EmployeeDemand/EmployeeDemandDiffAmount.aspx	Report	Report	4.31	Report	76	371	16	0	1	3	2				pr_rpt_x_getemployeedemanddata;pr_rpt_x_getemployeedemandreciveddata
Reports	EmployeeDemand	EmployeeDemandLetter.aspx	Reports/EmployeeDemand/EmployeeDemandLetter.aspx	Report	Report	3.92	Report	66	354	9	0	0	3	2				pr_rpt_x_employeedemandletter;pr_rpt_x_getemployeedemanddata
Reports	EmployeeDemand	EmployeeDemandShortTermReport.aspx	Reports/EmployeeDemand/EmployeeDemandShortTermReport.aspx	Report	Report	10.83	Report	151	809	46	0	10	3	6	yes			pr_rpt_x_employeedemandstatement;pr_rpt_x_getemployeedemandshorttermdata;pr_rpt_x_getemployeedemandshorttermsummary;pr_x_r_demandgenerationlist;pr_x_r_invalide_closed_accountlist;pr_x_r_shortrecoverysummary
Reports	EmployeeDemand	EmployeeDemandTallyReport.aspx	Reports/EmployeeDemand/EmployeeDemandTallyReport.aspx	Report	Report	4.71	Report	127	442	14	0	1	3	2	yes			pr_rpt_x_employeedemandtallyreport;pr_rpt_x_getemployeedemanddata
Reports	EmployeeDemand	EmplyeeDemandGeneration_NICBEL.aspx	Reports/EmployeeDemand/EmplyeeDemandGeneration_NICBEL.aspx	Report	Report	6.99	Report	122	545	24	0	2	3	4	yes			pr_rpt_x_empdemanddatamonthwise;pr_rpt_x_empdemandsummarymonthwise;pr_rpt_x_getemployeedemanddata;pr_rpt_x_getemployeedemandsummary
Reports	EmployeeDemand	EmplyeeDemandModify.aspx	Reports/EmployeeDemand/EmplyeeDemandModify.aspx	Report	Report	8.59	Report	155	706	32	1	5	3	3	yes			pr_rpt_x_employeedemandstatement;pr_rpt_x_getemployeedemanddata;pr_rpt_x_getemployeedemandmodified
Reports	EmployeeDemand	LoanEligibilityCertificate.aspx	Reports/EmployeeDemand/LoanEligibilityCertificate.aspx	Report	Report	2.28	Report	52	210	7	0	0	4	1				pr_rpt_x_memberloaneligibilityreport
Reports	EmployeeDemand	MemberDetailsReport.aspx	Reports/EmployeeDemand/MemberDetailsReport.aspx	Report	Report	6.43	Report	130	652	22	0	2	3	2				pr_rpt_x_getmemberdetails;pr_rpt_x_getmemberwiseaccbal
Reports	EmployeeDemand	MemberTransferDetails.aspx	Reports/EmployeeDemand/MemberTransferDetails.aspx	Report	Report	3.21	Report	102	241	10	0	1	3	2				pr_rpt_x_getemployeedemanddata;pr_rpt_x_getmembertransferdetails
Reports	EmployeeDemand	MemberWiseConsReport.aspx	Reports/EmployeeDemand/MemberWiseConsReport.aspx	Report	Report	3.69	Report	67	415	8	0	0	3	1				pr_x_r_memberwiseconsreport
Reports	EmployeeDemand	MemberWiseDemandModification.aspx	Reports/EmployeeDemand/MemberWiseDemandModification.aspx	Report	Report	3.59	Report	68	400	8	0	0	3	1				pr_rpt_x_memberwisedemandmodification
Reports	EmployeeDemand	MonthlyRecoveryReport.aspx	Reports/EmployeeDemand/MonthlyRecoveryReport.aspx	Report	Report	3.55	Report	79	353	15	0	2	4	1	yes			pr_rpt_x_employeerecovery
Reports	EmployeeDemand	RecoveryScheduleReport.aspx	Reports/EmployeeDemand/RecoveryScheduleReport.aspx	Report	Report	4.47	Report	96	503	13	0	1	3	1				pr_x_r_recoveryschedulereport
Reports	Hr	ReportOptions.aspx	Reports/Hr/ReportOptions.aspx	Report	Report	14.69	Report	484	1214	75	0	19	2	6	yes			pr_h_getemployeedata;pr_h_getemployeeotherdata;pr_h_getrsqempinsurance;pr_h_getrsqempstatus;pr_h_r_getempinsurance;pr_h_r_getempstatuslist
Reports	Inventory/Lockers	LockerReport.aspx	Reports/Inventory/Lockers/LockerReport.aspx	Report	Report	11.58	Report	210	459	18	0	3	2	13	yes			pr_g_getconsbranches;pr_k_getlocker;pr_k_getlockerdetails;pr_k_getlockerissue;pr_k_getlockerissuedetails;pr_k_getlockerrenewal;pr_k_getlockerrenewaldetails;pr_k_getlockerreturn;pr_k_getlockerreturndetails;pr_k_getlockervisiting;pr_k_getlockervisitingdetails;pr_k_r_lockeroprinopr;pr_x_r_getlockerregister
Reports	Lockers	BrWiseUnutilisedLockerReport.aspx	Reports/Lockers/BrWiseUnutilisedLockerReport.aspx	Report	Report	2.57	Report	47	152	9	0	2	2	2	yes			pr_g_getconsbranches;pr_x_r_unutilisedlockerreport
Reports	Lockers	k_LockerExpiryLetter.aspx	Reports/Lockers/k_LockerExpiryLetter.aspx	Report	Report	4.1	Report	120	195	20	1	2	2	2				pr_k_getexpirylockers;pr_k_r_getexpirylockersletter
Reports	Lockers	LockerReport.aspx	Reports/Lockers/LockerReport.aspx	Report	Report	11.72	Report	208	480	18	0	3	2	13	yes			pr_g_getconsbranches;pr_k_getlocker;pr_k_getlockerdetails;pr_k_getlockerissue;pr_k_getlockerissuedetails;pr_k_getlockerrenewal;pr_k_getlockerrenewaldetails;pr_k_getlockerreturn;pr_k_getlockerreturndetails;pr_k_getlockervisiting;pr_k_getlockervisitingdetails;pr_k_r_lockeroprinopr;pr_x_r_getlockerregister
Reports	Lockers	LockerWaitListReport.aspx	Reports/Lockers/LockerWaitListReport.aspx	Report	Report	2.85	Report	76	170	13	0	2	3	2	yes			pr_g_getconsbranches;pr_k_getlockerwaitlistdet
Reports	PACS	x_PACSReportOptions.aspx	Reports/PACS/x_PACSReportOptions.aspx	Report	Report	3.03	Report	91	257	18	0	1	3	1				pr_x_r_pacsmemberrecovery
Reports	ProjectFormulation	p_LoanApplicationReport.aspx	Reports/ProjectFormulation/p_LoanApplicationReport.aspx	Report	Report	18.61	Report	481	794	143	2	12	11	10	yes			pr_p_checkuseridentification;pr_p_getloanpurposelistschemewise;pr_p_getloanreportdata;pr_p_getreportoptionannexuresnewloanapp;pr_p_getreportoptionapplicantdetails;pr_p_getrobranchlist;pr_p_getsqapplicantname;pr_p_getsqloannumberannexpre;pr_p_getsqschemepurpose;pr_p_getsqschemes
Reports	RBI Report	AnnualInfReportForm61A.aspx	Reports/RBI Report/AnnualInfReportForm61A.aspx	Report	Report	22.69	Report	411	2342	57	0	13	23	8	yes			pr_bw_addtoquesftreport;pr_bw_getprocessstatus;pr_x_r_getannualinf_f61acons;pr_x_r_getannualinf_f61aconsv1;pr_x_r_getannualinf_f61aconsv2;pr_x_r_getannualinf_f61aconsv3;pr_x_r_getannualinf_f61aconsv4;pr_x_r_getannualinf_f61aconsv5
Reports	RBI Report	AnnualInfReportForm61A_export.aspx	Reports/RBI Report/AnnualInfReportForm61A_export.aspx	Report	Report	0.75	Report	16	112	0	0	0	0	0				
Reports	RBI Report	AnnualInfReportForm61A_SFT016.aspx	Reports/RBI Report/AnnualInfReportForm61A_SFT016.aspx	Report	Report	9.69	Report	153	728	26	1	2	7	5	yes			pr_bw_addtoquesft016excelexport;pr_bw_getprocessstatus;pr_rp_getsft016accheadlist;pr_rp_sft016excludeaccountheadsave;pr_x_r_getannualinf_f61aconsv4_temp_dt
Reports	RBI Report	CIBIL.aspx	Reports/RBI Report/CIBIL.aspx	Report	Report	40.93	Report	502	3446	134	6	10	33	13	yes			pr_bw_addtoquecibil;pr_bw_addtoquecibilexcelexport;pr_bw_getprocessstatus;pr_x_r_cibilaccountsave;pr_x_r_cibilgetagencymaster;pr_x_r_cibilgetagencysegmentdata;pr_x_r_cibilgeterrorlogdata;pr_x_r_cibilgeterrorlogdatadetails;pr_x_r_cibilgetexceldetailsbranchwise;pr_x_r_cibilgetexceldetailsconsilidate;pr_x_r_cibiloutput;pr_x_r_cibilsegmentdata;pr_x_r_cibilsegmentdatasave
Reports	RBI Report	CIBIL_AgencySegment.aspx	Reports/RBI Report/CIBIL_AgencySegment.aspx	Report	Report	9.37	Report	224	626	50	1	13	11	4	yes			pr_x_r_cibilagencymastersave;pr_x_r_cibilagencysegmentsave;pr_x_r_cibilgetagencymaster;pr_x_r_cibilgetagencysegmentdata
Reports	RBI Report	CIBIL_BusinessIndustryTypeMapping.aspx	Reports/RBI Report/CIBIL_BusinessIndustryTypeMapping.aspx	Report	Report	6.27	Report	233	520	30	2	6	8	0	yes			
Reports	RBI Report	CIBIL_CommercialRelationshipMapping.aspx	Reports/RBI Report/CIBIL_CommercialRelationshipMapping.aspx	Report	Report	6.27	Report	230	520	30	2	6	8	0	yes			
Reports	RBI Report	CIBIL_ConstitutionTypeMapping.aspx	Reports/RBI Report/CIBIL_ConstitutionTypeMapping.aspx	Report	Report	6.08	Report	228	516	26	2	6	8	0	yes			
Reports	RBI Report	CIBIL_JLGMicroFin.aspx	Reports/RBI Report/CIBIL_JLGMicroFin.aspx	Report	Report	1.69	Report	41	139	4	0	0	2	1	yes			pr_x_r_cibil_jlg_cons
Reports	RBI Report	CIBIL_ProductConfiguration.aspx	Reports/RBI Report/CIBIL_ProductConfiguration.aspx	Report	Report	6.21	Report	61	356	16	1	1	5	4	yes			pr_x_r_cibilgetaccounthead;pr_x_r_cibilgetproductconfig;pr_x_r_cibilproductconfigdelete;pr_x_r_cibilproductconfigsave
Reports	RBI Report	ConsolidateReport.aspx	Reports/RBI Report/ConsolidateReport.aspx	Report	Report	6.35	Report	128	382	20	0	5	3	5	yes			pr_g_getconsbranches;pr_x_r_getmatproofadvcons;pr_x_r_getmatproofdepocons;pr_x_r_gettopxdepositorscons;pr_x_r_gettopxloanscons
Reports	RBI Report	RBIDataFilterView.aspx	Reports/RBI Report/RBIDataFilterView.aspx	Report	Report	31.52	Report	604	3018	175	4	20	21	2	yes			pr_databankdates;pr_rp_rbidatafilterview
Reports	RBI Report	RBIDataFilterView_export.aspx	Reports/RBI Report/RBIDataFilterView_export.aspx	Report	Report	1.09	Report	16	163	0	0	0	0	0				
Reports	RBI Report	RBIReport.aspx	Reports/RBI Report/RBIReport.aspx	Report	Report	31.93	Report	244	2588	37	0	10	6	22	yes			pr_b_r_getbranchdetails;pr_g_checkisfinalreport;pr_g_checkreportexist;pr_rp_boardofdirectorsreviews;pr_rp_employeescount;pr_rp_getsqbranchname;pr_rp_valueofcrarsurplus;pr_rp_valueofshares;pr_st_statement7collatraldetails;pr_st_statement7cons;pr_st_statement8cons;pr_x_r_fortnightcallmoney;pr_x_r_getadvsharesanddebentures;pr_x_r_getloantodirdetails;pr_x_r_getloantodirdetailscons;pr_x_r_getnotesavg;pr_x_r_getoss6report;pr_x_r_getoss6reportcons;pr_x_r_getoss7report;pr_x_r_getoss8report;pr_x_r_getqloantodir;pr_x_r_getqloantodircons
Reports	RBI Report	RBIReportConfiguration.aspx	Reports/RBI Report/RBIReportConfiguration.aspx	Report	Report	14.23	Report	241	1409	41	4	12	4	0	yes			
Reports	RBI Report	rp_CRRSLRpercentage.aspx	Reports/RBI Report/rp_CRRSLRpercentage.aspx	Report	Report	4.57	Report	136	404	27	1	3	4	0	yes			
Reports	RBI Report	rp_DatabankDiagnose.aspx	Reports/RBI Report/rp_DatabankDiagnose.aspx	Report	Report	19.62	Report	731	1029	79	6	8	20	8				pr_bw_addtoquedatabank;pr_bw_getprocessstatus;pr_databank_check_adv;pr_databank_check_coa;pr_databank_check_depo;pr_databank_check_misc;pr_databankscheduler;pr_getschedularstatus
Reports	RBI Report	rp_DiagnosedDifferencePopUp.aspx	Reports/RBI Report/rp_DiagnosedDifferencePopUp.aspx	Report	Report	7.7	Report	281	183	42	3	0	2	4				pr_databank_check_advv1;pr_databank_check_coav1;pr_databank_check_coav2;pr_databank_check_depov1
Reports	RBI Report	rp_GroupBorrowerReport.aspx	Reports/RBI Report/rp_GroupBorrowerReport.aspx	Report	Report	4.02	Report	74	189	19	1	0	4	2				pr_rp_getgroupborrowerrpt;pr_rp_xbrl_oss4_partc
Reports	RBI Report	rp_IndustryMapping.aspx	Reports/RBI Report/rp_IndustryMapping.aspx	Report	Report	6.48	Report	237	546	31	2	6	9	0	yes			
Reports	RBI Report	rp_RBIConfiguration.aspx	Reports/RBI Report/rp_RBIConfiguration.aspx	Report	Report	68.82	Report	556	8319	99	5	11	14	9	yes			pr_rp_createreporttreev1;pr_rp_errorlog;pr_rp_getchangelog;pr_rp_r_getutilityoutput;pr_rp_reportitem;pr_rp_savechangelog;pr_rp_utilityreportbasetype;pr_rp_utilityreportlist;pr_rp_utilityreporttypelist
Reports	RBI Report	rp_RBIConfigurationLog.aspx	Reports/RBI Report/rp_RBIConfigurationLog.aspx	Report	Report	2.51	Report	54	143	4	1	0	0	1				pr_rp_getchangelog
Reports	RBI Report	rp_RBIOSSIntegrityData.aspx	Reports/RBI Report/rp_RBIOSSIntegrityData.aspx	Report	Report	7.69	Report	156	446	33	2	2	10	3	yes			pr_g_getconsbranches;pr_rp_getrbiossintegritydata;pr_rp_getrbiossintegrityreportdata
Reports	RBI Report	rp_RBIOSSIntegrityDataExecutor.aspx	Reports/RBI Report/rp_RBIOSSIntegrityDataExecutor.aspx	Report	Report	2.81	Report	102	134	13	1	2	4	1				pr_rp_getrbiossintegritydata
Reports	RBI Report	rp_RBIUnbindedCOA.aspx	Reports/RBI Report/rp_RBIUnbindedCOA.aspx	Report	Report	3.85	Report	64	74	9	3	0	0	1				pr_rp_unbindedlist
Reports	RBI Report	rp_TargetMaster.aspx	Reports/RBI Report/rp_TargetMaster.aspx	Report	Report	17.79	Report	397	2128	40	1	13	6	2	yes			pr_rp_targetdisplay;pr_rp_targetdisplayv3
Reports	RBI Report	rp_VariousRatios.aspx	Reports/RBI Report/rp_VariousRatios.aspx	Report	Report	5.39	Report	298	286	27	0	4	4	4				pr_g_checkisfinalreport;pr_g_checkreportexist;pr_rp_finratiocons;pr_rp_finratiomulticons
Reports	Reconciliation	AgeAnalysisInterBankRec.aspx	Reports/Reconciliation/AgeAnalysisInterBankRec.aspx	Report	Report	4.61	Report	69	266	11	0	2	2	4				pr_re_ageanalysisinterbankrec;pr_re_getaccountnumberwithbalanceamount;pr_re_getbankname;pr_x_getservicebranch
Reports	Reconciliation	OutPutTypeReport.aspx	Reports/Reconciliation/OutPutTypeReport.aspx	Report	Report	5.31	Report	120	478	8	0	2	2	3	yes			pr_re_getaccountnumberwithbalanceamount;pr_re_getbankname;pr_re_getoutputtypereport
Reports	Reconciliation	re_FWAllUnPassTransactionReport.aspx	Reports/Reconciliation/re_FWAllUnPassTransactionReport.aspx	Report	Report	1.59	Report	22	131	3	0	0	1	1				pr_re_fwallunpasstransaction
Reports	Reconciliation	re_FWAtmReports.aspx	Reports/Reconciliation/re_FWAtmReports.aspx	Report	Report	3.88	Report	54	330	12	0	2	2	2	yes			pr_re_fwgetatmentityformat;pr_re_fwgetatmrpt
Reports	Reconciliation	re_FWCbsMtiMapping.aspx	Reports/Reconciliation/re_FWCbsMtiMapping.aspx	Report	Report	3.66	Report	43	273	11	1	1	1	1	yes			pr_re_fwgetcbsmtimapping
Reports	Reconciliation	re_FWDailyReconciliationReport.aspx	Reports/Reconciliation/re_FWDailyReconciliationReport.aspx	Report	Report	2.39	Report	37	142	6	0	0	2	2				pr_re_fwgetdailyfilesummary;pr_re_fwgetdailyreconciliationreport
Reports	Reconciliation	re_FwDayBatchReport.aspx	Reports/Reconciliation/re_FwDayBatchReport.aspx	Report	Report	6.93	Report	115	338	32	2	1	4	3	yes			pr_re_fwgetbatchcycle;pr_re_fwgettextfiledata;pr_re_fwledgerreportlist
Reports	Reconciliation	re_FWDisputeTransactionReport.aspx	Reports/Reconciliation/re_FWDisputeTransactionReport.aspx	Report	Report	2.95	Report	44	233	5	0	0	1	2				pr_re_fwdisputetransactionreport;pr_re_fwgetautorecondatewisestatus
Reports	Reconciliation	re_FWDSRFileReport.aspx	Reports/Reconciliation/re_FWDSRFileReport.aspx	Report	Report	2.97	Report	59	194	7	1	0	3	1				pr_re_fwgetdsrfilereport
Reports	Reconciliation	re_FWDSRSummaryReport.aspx	Reports/Reconciliation/re_FWDSRSummaryReport.aspx	Report	Report	2.38	Report	42	219	8	0	1	2	1				pr_re_fwdsrsummarydata
Reports	Reconciliation	re_FWFilterReconData.aspx	Reports/Reconciliation/re_FWFilterReconData.aspx	Report	Report	11.98	Report	160	813	34	2	5	3	6	yes			pr_re_fwgetaccountformat;pr_re_fwgetfiltercombodata;pr_re_fwgetfiltercriteria;pr_re_fwgetfilterrecondata;pr_re_sb_fwgetaccount;pr_x_getservicebranch
Reports	Reconciliation	re_FWForceReconcileTransactionReport.aspx	Reports/Reconciliation/re_FWForceReconcileTransactionReport.aspx	Report	Report	4.31	Report	130	220	21	1	2	4	2	yes			pr_re_fwforcereconreport;pr_re_sb_fwgetaccount
Reports	Reconciliation	re_FWGetSettlementCommissionReport.aspx	Reports/Reconciliation/re_FWGetSettlementCommissionReport.aspx	Report	Report	3.37	Report	66	176	20	1	0	3	1				pr_re_fwgetsettlementcommissionreport
Reports	Reconciliation	re_FWImportSettlementReport.aspx	Reports/Reconciliation/re_FWImportSettlementReport.aspx	Report	Report	7.48	Report	106	408	19	2	0	3	4				pr_re_fwgetaccountformat;pr_re_fwgetsettlefiledata;pr_re_fwsettlementlistreport;pr_re_sb_fwgetaccount
Reports	Reconciliation	re_FWLedgerReport.aspx	Reports/Reconciliation/re_FWLedgerReport.aspx	Report	Report	9.76	Report	143	630	24	2	0	3	5				pr_re_fwgetaccountformat;pr_re_fwgettextfiledata;pr_re_fwledgerreport;pr_re_fwledgerreportlist;pr_re_sb_fwgetaccount
Reports	Reconciliation	re_FWNPCI_CBS_EntryStatusReport.aspx	Reports/Reconciliation/re_FWNPCI_CBS_EntryStatusReport.aspx	Report	Report	6.06	Report	56	471	13	0	2	3	4	yes			pr_re_fwgetatmentityformat;pr_re_fwgetatmreportsummarydata;pr_re_fwgetatmrpt;pr_re_fwgetatmrptv1
Reports	Reconciliation	re_FWNPCI_CBS_StatusReport.aspx	Reports/Reconciliation/re_FWNPCI_CBS_StatusReport.aspx	Report	Report	6.18	Report	57	489	13	0	2	3	4	yes			pr_re_fwgetatmentityformat;pr_re_fwgetatmrpt;pr_re_fwgetatmrptv1;pr_re_fwgetnpci_cbsstatusrpt
Reports	Reconciliation	re_FWReconcileTransactionPopUp.aspx	Reports/Reconciliation/re_FWReconcileTransactionPopUp.aspx	Report	Report	2.32	Report	102	90	8	1	0	0	1				pr_re_fwgettransactiondetail
Reports	Reconciliation	re_FWReconcileTransactionReport.aspx	Reports/Reconciliation/re_FWReconcileTransactionReport.aspx	Report	Report	6.05	Report	149	368	25	1	1	5	3				pr_re_fwgetaccountformat;pr_re_fwtransactionreconcile;pr_re_sb_fwgetaccount
Reports	Reconciliation	re_FWReconciliationDashboard.aspx	Reports/Reconciliation/re_FWReconciliationDashboard.aspx	Report	Report	3.01	Report	109	206	6	1	1	1	1				pr_re_fwreconciliationdashboard
Reports	Reconciliation	re_FWReconciliationDashboardPopUp.aspx	Reports/Reconciliation/re_FWReconciliationDashboardPopUp.aspx	Report	Report	2.36	Report	254	126	18	1	0	0	0				
Reports	Reconciliation	re_FWReconSummaryReport.aspx	Reports/Reconciliation/re_FWReconSummaryReport.aspx	Report	Report	2.63	Report	49	256	8	0	0	4	1				pr_re_getreconsummaryreport
Reports	Reconciliation	re_FWSettlementAccountLedgerReport.aspx	Reports/Reconciliation/re_FWSettlementAccountLedgerReport.aspx	Report	Report	3.46	Report	46	309	5	0	0	3	2				pr_re_fwsettlementaccountledgerreport;pr_re_fwsettlementaccountsummaryreport
Reports	Reconciliation	re_FWSettlementReport.aspx	Reports/Reconciliation/re_FWSettlementReport.aspx	Report	Report	6.94	Report	105	333	18	2	0	2	4				pr_re_fwgetaccountformat;pr_re_fwgetsettlefiledata;pr_re_fwsettlementreportlist;pr_re_sb_fwgetaccount
Reports	Reconciliation	re_FWSettlementSummaryComparisionReport.aspx	Reports/Reconciliation/re_FWSettlementSummaryComparisionReport.aspx	Report	Report	5.15	Report	71	226	11	1	1	3	4	yes			pr_re_fwgetbatchcycle;pr_re_fwsettlementsummrycbs;pr_re_fwsettlementsummrycomp;pr_re_sb_fwgetaccount
Reports	Reconciliation	re_FWSettlementSummaryReport.aspx	Reports/Reconciliation/re_FWSettlementSummaryReport.aspx	Report	Report	5.37	Report	72	344	12	1	1	4	3	yes			pr_re_fwgetbatchcycle;pr_re_fwsettlementsummary;pr_re_sb_fwgetaccount
Reports	Reconciliation	re_FWTransactionDSRPassUnpassReport.aspx	Reports/Reconciliation/re_FWTransactionDSRPassUnpassReport.aspx	Report	Report	6.07	Report	145	268	37	2	1	5	2				pr_re_fwgetdsrtransactiondata;pr_re_fwgetdsrtransactionreport
Reports	Reconciliation	re_FWTransactionPassReport.aspx	Reports/Reconciliation/re_FWTransactionPassReport.aspx	Report	Report	4.9	Report	201	267	43	1	3	4	1				pr_re_fwgettransdatapassreport
Reports	Reconciliation	re_FWTransactionPassReportDaily.aspx	Reports/Reconciliation/re_FWTransactionPassReportDaily.aspx	Report	Report	9.61	Report	200	457	59	3	1	4	3				pr_re_fwgettransdatapassdailyreport;pr_re_fwgettransdatapassunpassdailyreport;pr_x_getservicebranch
Reports	Reconciliation	re_FWTransactionPassReportMonthly.aspx	Reports/Reconciliation/re_FWTransactionPassReportMonthly.aspx	Report	Report	8.16	Report	229	240	79	2	1	4	3				pr_re_fwgettransdatapassmonthlyreport;pr_re_fwgettransdatapassunpassmonthlyreport;pr_x_getservicebranch
Reports	Reconciliation	re_FWTrustBankSettelmentSummaryReport.aspx	Reports/Reconciliation/re_FWTrustBankSettelmentSummaryReport.aspx	Report	Report	3.43	Report	93	191	19	1	1	3	1				pr_re_fwsettlementsummrycbs
Reports	Reconciliation	re_FWUnReconcileTransactionReport.aspx	Reports/Reconciliation/re_FWUnReconcileTransactionReport.aspx	Report	Report	6.55	Report	99	412	15	1	2	3	4				pr_re_fwgetaccountformat;pr_re_fwtransactionunreconcile;pr_re_sb_fwgetaccount;pr_x_getservicebranch
Reports	Reconciliation	re_LedgerReport.aspx	Reports/Reconciliation/re_LedgerReport.aspx	Report	Report	5.91	Report	98	556	10	0	2	2	3				pr_re_getaccountnumberwithbalanceamount;pr_re_getbankname;pr_re_getledgerreportdata
Reports	Reconciliation	re_OutPutTypeSummaryReport.aspx	Reports/Reconciliation/re_OutPutTypeSummaryReport.aspx	Report	Report	7.07	Report	148	539	12	0	3	2	5				pr_re_getaccountnumberwithbalanceamount;pr_re_getbankname;pr_re_getledgeropeningbalance;pr_re_getoutputtypesummary;pr_re_getoutputtypesummaryv1
Reports	Reconciliation	re_ProcessTypeReport.aspx	Reports/Reconciliation/re_ProcessTypeReport.aspx	Report	Report	9.41	Report	164	727	24	0	3	2	6				pr_re_getaccountnumberwithbalanceamount;pr_re_getbankname;pr_re_getprocesstypereportdata;pr_re_getreconcilecrdrdata;pr_re_getreconcilemanytomanycrdrdata;pr_re_getreconciliationdate
Reports	Reconciliation	re_UnRecInterBankAdjConsReport.aspx	Reports/Reconciliation/re_UnRecInterBankAdjConsReport.aspx	Report	Report	4.65	Report	107	386	7	0	2	2	3				pr_re_getaccountnumberwithbalanceamount;pr_re_getbankname;pr_re_getunrecinterbankadjcons
Reports	Reconciliation	re_UnRecInterBrAdjEntrReport.aspx	Reports/Reconciliation/re_UnRecInterBrAdjEntrReport.aspx	Report	Report	3.17	Report	90	326	10	0	3	2	1	yes			pr_re_getunrecinterbradjcons
Reports	RetailBanking	206ABCCAReport.aspx	Reports/RetailBanking/206ABCCAReport.aspx	Report	Report	2.23	Report	53	95	10	0	1	2	2				pr_x_r_get206abcca;pr_x_r_getnonoprpan
Reports	RetailBanking	ABCDReport.aspx	Reports/RetailBanking/ABCDReport.aspx	Report	Report	6.63	Report	135	551	29	0	5	2	3	yes			pr_g_getconsbranches;pr_g_getpacsdetails;pr_x_getabcdreportdetails
Reports	RetailBanking	AccOpenCloseRegister.aspx	Reports/RetailBanking/AccOpenCloseRegister.aspx	Report	Report	6.01	Report	133	446	31	0	5	4	3	yes			pr_g_getconsbranches;pr_x_r_accountopenclosereg;pr_x_r_getagentinfo
Reports	RetailBanking	AccountBalancingReport.aspx	Reports/RetailBanking/AccountBalancingReport.aspx	Report	Report	12.92	Report	358	834	49	0	15	4	9	yes			pr_b_accountbalancing;pr_b_accountbalancingcons;pr_g_getconsbranches;pr_x_getaccheadandagentwise;pr_x_getpigmyaccountdetails;pr_x_r_calculateglbalancefordormannt;pr_x_r_dormantaccountbalancingcons;pr_x_r_getagentinfo;pr_x_r_getcustomernamebychartofaccount
Reports	RetailBanking	AccountClosingCertificate.aspx	Reports/RetailBanking/AccountClosingCertificate.aspx	Report	Report	3.27	Report	86	323	13	0	2	2	1				pr_c_r_getdepositaccclose
Reports	RetailBanking	AccountOpenCloseSummary.aspx	Reports/RetailBanking/AccountOpenCloseSummary.aspx	Report	Report	5.43	Report	182	370	24	1	7	2	2	yes			pr_g_getconsbranches;pr_x_accopenclosesummarycons
Reports	RetailBanking	AccountStatement.aspx	Reports/RetailBanking/AccountStatement.aspx	Report	Report	37.86	Report	429	3303	66	0	11	7	22	yes			pr_b_getchargesamount;pr_g_getconsbranches;pr_saveaccstatementlog;pr_x_chargesposting_ho;pr_x_chargesposting_trf;pr_x_duplicateservicecharges;pr_x_genledgerviewlog;pr_x_getaccountnumber;pr_x_getjointname;pr_x_getloanaccountdetails;pr_x_getloanaccountdetailsv1;pr_x_getservicecharges;pr_x_r_accstmntcustodetails;pr_x_r_ddmonthlyaccstmnt;pr_x_r_getclientaddress;pr_x_r_getflexiaccountdetails;pr_x_r_getflexiaccountno;pr_x_r_getintloanaccstatement;pr_x_r_getotherreceivable;pr_x_r_getunappliedstatement;pr_x_r_ledger;pr_x_saveemailaccstmreq
