Procedure	ScreenCount	Modules	Screens
pr_c_npaupdateaccountsetting_v1	2	RetailBanking	RetailBanking/b_DayEndParamLogs.aspx;RetailBanking/NPA/x_NPACalculationMulti_V2.aspx
pr_c_npaupdatesecuritynatureandvalue_v1	2	RetailBanking	RetailBanking/b_DayEndParamLogs.aspx;RetailBanking/NPA/x_NPACalculationMulti_V2.aspx
pr_c_r_getprovisionalcertificate	2	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx
pr_c_r_loanschemelogreport	2	Reports	Reports/Admin/DepositSchemeLogReport.aspx;Reports/Admin/LoanSchemeLogReport.aspx
pr_c_r_unpasssecuritydetails	2	Reports	Reports/RetailBanking/AllUnpassedReports.aspx;Reports/RetailBanking/ReportOptions.aspx
pr_c_savefdlieninfolog	2	RetailBanking	RetailBanking/LienNotationRelease.aspx;RetailBanking/Account/c_LoanSecurity.aspx
pr_c_sb_vehiclemastersearch	2	RetailBanking	RetailBanking/Account/c_MakeOfVehicleMaster.aspx;RetailBanking/Account/c_VehicleMaster.aspx
pr_c_verifylnccintcalc	2	RetailBanking	RetailBanking/InterestActivity/lnccod/InterestRebate_calc.aspx;RetailBanking/InterestActivity/lnccod/lnccod_int_calc_V1.aspx
pr_cts_clgsubmemtranprocess	2	RetailBanking	RetailBanking/Clearing/consclearing/CtsIwFileImport.aspx;RetailBanking/Clearing/consclearing/outward_clear_v1.aspx
pr_cts_dumphdfcbinaryextensionfile	2	RetailBanking	RetailBanking/Clearing/outward_clear.aspx;RetailBanking/Clearing/consclearing/outward_clear_v1.aspx
pr_cts_dumpidbibinaryextensionfile	2	RetailBanking	RetailBanking/Clearing/outward_clear.aspx;RetailBanking/Clearing/consclearing/outward_clear_v1.aspx
pr_cts_dumpidbioutwardackfile	2	RetailBanking	RetailBanking/Clearing/outward_clear.aspx;RetailBanking/Clearing/consclearing/outward_clear_v1.aspx
pr_cts_dumpinwardfiledata	2	RetailBanking	RetailBanking/Clearing/b_inwardClgFileV2.aspx;RetailBanking/Clearing/consclearing/CtsIwFileImport.aspx
pr_cts_getctsformenquirysummary	2	RetailBanking	RetailBanking/Clearing/ctsDashEnqForm.aspx;RetailBanking/Clearing/ctsDashEnqFormPopup.aspx
pr_cts_getfiledetails	2	RetailBanking	RetailBanking/Clearing/b_inwardClgFileV2.aspx;RetailBanking/Clearing/consclearing/CtsIwFileImport.aspx
pr_cts_getoutwardclgfile	2	RetailBanking	RetailBanking/Clearing/CTSClearingLotExport.aspx;RetailBanking/Clearing/consclearing/CentralizeClearingOwFileExport.aspx
pr_cts_getoutwardclgfileidbi_1	2	RetailBanking	RetailBanking/Clearing/CTSClearingLotExport.aspx;RetailBanking/Clearing/consclearing/CentralizeClearingOwFileExport.aspx
pr_cts_getowfortran	2	RetailBanking	RetailBanking/Clearing/outward_clear.aspx;RetailBanking/Clearing/consclearing/outward_clear_v1.aspx
pr_cts_getsaveowreturnimport	2	RetailBanking	RetailBanking/Clearing/consclearing/CtslOwReturnImport.aspx;RetailBanking/Clearing/consclearing/outward_clear_v1.aspx
pr_cts_hdfcsaveoutwardclgreturnfiledata	2	RetailBanking	RetailBanking/Clearing/outward_clear.aspx;RetailBanking/Clearing/consclearing/outward_clear_v1.aspx
pr_cts_idbisaveoutwardclgreturnfiledata	2	RetailBanking	RetailBanking/Clearing/outward_clear.aspx;RetailBanking/Clearing/consclearing/outward_clear_v1.aspx
pr_cts_owprocesscaller	2	RetailBanking	RetailBanking/Clearing/consclearing/outward_clear_v1.aspx;RetailBanking/Clearing/consclearing/outward_clearing_pre_val.aspx
pr_cts_owtranatho	2	RetailBanking	RetailBanking/Clearing/outward_clear.aspx;RetailBanking/Clearing/consclearing/outward_clear_v1.aspx
pr_cts_saveinwardclgfiledetails	2	RetailBanking	RetailBanking/Clearing/b_inwardClgFileUpdate.aspx;RetailBanking/Clearing/b_inwardClgFileV2.aspx
pr_cts_updateinwardclgfiledetails	2	RetailBanking	RetailBanking/Clearing/b_inwardClgFileUpdate.aspx;RetailBanking/Clearing/b_inwardClgFileV2.aspx
pr_cts_validatedumpingfile	2	RetailBanking	RetailBanking/Clearing/b_inwardClgFileV2.aspx;RetailBanking/Clearing/consclearing/CtsIwFileImport.aspx
pr_d_depintpostbulkinsert	2	RetailBanking	RetailBanking/InterestActivity/FD/fd_int_calc_V1.aspx;RetailBanking/InterestActivity/rd/rd_int_calc_V1.aspx
pr_d_fdrdpigmytdsclient	2	HO,RetailBanking	HO/Bank/b_MergeClient.aspx;RetailBanking/AccountClientUpdate.aspx
pr_d_getchartofaccountbydepositclassficationheadsetting	2	Reports	Reports/RetailBanking/FDR/FDRReportSettings.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx
pr_d_getdepheadsforintpostv2	2	RetailBanking	RetailBanking/InterestActivity/FD/fd_int_calc_V1.aspx;RetailBanking/InterestActivity/rd/rd_int_calc_V1.aspx
pr_d_getdepositschemelist	2	HO	HO/Retailbanking/d_DepositScheme.aspx;HO/Retailbanking/d_DepositSchemeBulk.aspx
pr_d_getnewcertificateno	2	RetailBanking	RetailBanking/DuplicateFDPrint.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_d_gettdscalculation	2	RetailBanking	RetailBanking/InterestActivity/TDS/TDS_int_calc.aspx;RetailBanking/InterestActivity/TDS/TDSallaccountDetails.aspx
pr_d_gettdscategorywisesetting	2	HO,RetailBanking	HO/Retailbanking/d_TDSCategoryWiseSetting.aspx;RetailBanking/TDS/d_TDSCalculation.aspx
pr_d_lncclienacc	2	RetailBanking	RetailBanking/c_LNEnhancement.aspx;RetailBanking/Account/c_CCODEnhancement.aspx
pr_d_tdscalcacc	2	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_d_tdscalcaccshow	2	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_d_tdscalcaccv1	2	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_dbtl_omc_export	2	RetailBanking	RetailBanking/aadhar/dbtl.aspx;RetailBanking/CBDT/cbdt.aspx
pr_ecs_getbranchxml	2	RetailBanking	RetailBanking/Transaction/x_AchSponsorTransactionPosting.aspx;RetailBanking/Transaction/x_MICRECSTransactionPosting.aspx
pr_ecs_getbranchxml_v1	2	RetailBanking	RetailBanking/Transaction/x_AchSponsorTransactionPosting.aspx;RetailBanking/Transaction/x_MICRECSTransactionPosting.aspx
pr_ecs_getecsinwacceptfiledata	2	RetailBanking	RetailBanking/ECS/MandateManagement/ecs_MandateBulkExport.aspx;RetailBanking/ECS/MandateManagement/Ecs_MandatenewinwAcceptfile.aspx
pr_ecs_getmandateackfiledetail	2	RetailBanking	RetailBanking/ECS/MandateManagement/ecs_MandateACKFile.aspx;RetailBanking/ECS/MandateManagement/ecs_MandateACKFileV1.aspx
pr_ecs_getmandateackinwbulkfiledetails	2	RetailBanking	RetailBanking/ECS/MandateManagement/ecs_MandateACKFile.aspx;RetailBanking/ECS/MandateManagement/ecs_MandateACKFilePopup.aspx
pr_ecs_getmandatechargesdetails	2	RetailBanking	RetailBanking/ECS/MandateManagement/Ecs_MandatenewinwAcceptfile.aspx;RetailBanking/ECS/MandateManagement/ecs_MandatenewinwAcceptfilePopupV1.aspx
pr_ecs_getmandatenewbulkinwfiledetails	2	RetailBanking	RetailBanking/ECS/MandateManagement/ecs_MandateNewBulkInwFile.aspx;RetailBanking/ECS/MandateManagement/ecs_MandateNewInwFilePopup.aspx
pr_ecs_getmandatenewbulkinwfilelist	2	RetailBanking	RetailBanking/ECS/MandateManagement/ecs_MandateBulkExport.aspx;RetailBanking/ECS/MandateManagement/ecs_MandateNewBulkInwFile.aspx
pr_ecs_payment_getbranchxml	2	RetailBanking	RetailBanking/Transaction/x_MICRECSPaymentTransactionPosting_v1.aspx;RetailBanking/Transaction/x_NonOprDepositPost.aspx
pr_ecs_payment_processatbranch	2	RetailBanking	RetailBanking/Transaction/x_MICRECSPaymentTransactionPosting_v1.aspx;RetailBanking/Transaction/x_NonOprDepositPost.aspx
pr_ecs_processatbranch_v1	2	RetailBanking	RetailBanking/Transaction/x_AchSponsorTransactionPosting.aspx;RetailBanking/Transaction/x_MICRECSTransactionPosting.aspx
pr_ecs_processatho	2	RetailBanking	RetailBanking/Transaction/x_AchSponsorTransactionPosting.aspx;RetailBanking/Transaction/x_MICRECSTransactionPosting.aspx
pr_ecs_processcreditfile	2	RetailBanking	RetailBanking/Transaction/x_AchSponsorTransactionPosting.aspx;RetailBanking/Transaction/x_MICRECSTransactionPosting.aspx
pr_ecs_savemandateamendinwfile	2	RetailBanking	RetailBanking/ECS/MandateManagement/Ecs_MandateNewInwFile.aspx;RetailBanking/ECS/MandateManagement/ecs_MandateNewInwFilePopup.aspx
pr_ft_checkduplicateiso20022_v2	2	RetailBanking	RetailBanking/RTGS/rtgspaymentbatch.aspx;RetailBanking/RTGS/RTGSPaymentv1.aspx
pr_ft_savemsg_v2	2	RetailBanking	RetailBanking/RTGS/rtgspaymentbatch.aspx;RetailBanking/RTGS/RTGSPaymentv1.aspx
pr_g_authenticatecashier	2	RetailBanking	RetailBanking/Cash/x_ChestCashierLedger.aspx;RetailBanking/Cash/x_ChestCashierToCashierLedger.aspx
pr_g_authenticateuser	2	Login.aspx,fp	Login.aspx;fp/login_handler.aspx
pr_g_carryforwardglopbal	2	RetailBanking	RetailBanking/YearEndActivities/BalanceTransfer.aspx;RetailBanking/YearEndActivities/YearEnd.aspx
pr_g_checkbgprocess	2	RetailBanking	RetailBanking/NPA/x_NPACalculation.aspx;RetailBanking/Utilities/DayendCentral.aspx
pr_g_checkloggedinusers	2	RetailBanking	RetailBanking/b_DayEndParamLogs.aspx;RetailBanking/Utilities/DayendCentral.aspx
pr_g_checkuserexpiry	2	HO	HO/Admin/ChangePassword.aspx;HO/Admin/ForgotPassword.aspx
pr_g_getcustomisedrpt	2	Reports,customised_reports.aspx	customised_reports.aspx;Reports/CustomizeAdHoc.aspx
pr_g_getfdlieneaccount	2	RetailBanking	RetailBanking/FDLienDetails.aspx;RetailBanking/LienNotationRelease.aspx
pr_g_getglobalclientdetail	2	HO,Reports	HO/Bank/b_MergeClient.aspx;Reports/RetailBanking/ScrutinyReport.aspx
pr_g_getlgalist	2	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx
pr_g_getpacsinfo	2	Reports,RetailBanking	Reports/AgriLoans/PACSTransferReport.aspx;RetailBanking/AgriLoan/g_PACSTransfer.aspx
pr_g_getstatelist	2	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx
pr_g_preparename	2	RetailBanking	RetailBanking/Printing/LoanRepaymentReceipt.aspx;RetailBanking/Printing/RecPrinting.aspx
pr_g_r_getpacstrfdetails	2	Reports	Reports/AgriLoans/PACSTransferReport.aspx;Reports/AgriLoans/PACSTransferReportDet.aspx
pr_g_riskcatconfigv2	2	HO	HO/Retailbanking/RiskCat/RiskCatConfigPopUpV2.aspx;HO/Retailbanking/RiskCat/RiskCatConfigV2.aspx
pr_g_sb_getglobalclientnameforkyc	2	HO	HO/b_ClientCKYCR_V1.aspx;HO/b_ClientCKYCR_V3.aspx
pr_getallbranchdemandlist	2	EmployeeDemand	EmployeeDemand/EmpDemandPostMemberWise.aspx;EmployeeDemand/EmployeeDemandGeneration.aspx
pr_getrtgsneftdashformenqsummary	2	RetailBanking	RetailBanking/RTGS/RtgsIftsDashEnqForm.aspx;RetailBanking/RTGS/RtgsIftsDashEnqFormPopUp.aspx
pr_h_getorgelementdepartmentlist	2	HO,Hr	HO/Admin/A_User.aspx;Hr/h_TransferHistory.aspx
pr_h_getstepnumbers	2	Hr	Hr/h_PromHistory.aspx;Hr/h_Promotion.aspx
pr_h_getunapprovedleaveapplications	2	Hr	Hr/h_LeaveApplication.aspx;Hr/h_LeaveApproval.aspx
pr_hd_genemailsmstext	2	Helpdesk	Helpdesk/hd_ResendMailV1.aspx;Helpdesk/MapHelpDeskAccountsV1.aspx
pr_hd_get360details	2	Customer360,RetailBanking	Customer360/Customer360View_v1.aspx;RetailBanking/ChequeBookDetPopUp.aspx
pr_hd_getaccountsbycustid	2	Helpdesk	Helpdesk/MapHelpDeskAccounts.aspx;Helpdesk/MapHelpDeskAccountsV1.aspx
pr_hd_getactiveaccounts	2	Helpdesk	Helpdesk/MapHelpDeskAccounts.aspx;Helpdesk/MapHelpDeskAccountsV1.aspx
pr_hd_getemailsmstext	2	Helpdesk	Helpdesk/hd_ResendMail.aspx;Helpdesk/MapHelpDeskAccounts.aspx
pr_hd_getlogindetails	2	Helpdesk	Helpdesk/hd_ResendMail.aspx;Helpdesk/hd_ResendMailV1.aspx
pr_hd_savedefaultmenuv2	2	Helpdesk	Helpdesk/hd_ApprovalAuthority.aspx;Helpdesk/MapHelpDeskAccountsV1.aspx
pr_hhu_process	2	RetailBanking	RetailBanking/fi.aspx;RetailBanking/FI/fi.aspx
pr_i_getbookvaluebyinvetoryregisterdetail	2	Inventory	Inventory/i_AssetSale.aspx;Inventory/i_AssetScrap.aspx
pr_i_getbrregisteritemdetails	2	Inventory	Inventory/i_BrInvRegister.aspx;Inventory/i_BrInvRegisterPop.aspx
pr_i_getinvrequestno	2	Inventory	Inventory/i_InvAllocation.aspx;Inventory/i_InventoryRegister.aspx
pr_i_manageitemratehistory	2	Inventory	Inventory/i_InventoryRegister.aspx;Inventory/i_ItemPurchase.aspx
pr_imps_getoutwarddet	2	RetailBanking	RetailBanking/IMPS/IMPSOutwardStatus.aspx;RetailBanking/IMPS/IMPSOutwardstatusDetails.aspx
pr_k_getlocker	2	Reports	Reports/Inventory/Lockers/LockerReport.aspx;Reports/Lockers/LockerReport.aspx
pr_k_getlockerdetails	2	Reports	Reports/Inventory/Lockers/LockerReport.aspx;Reports/Lockers/LockerReport.aspx
pr_k_getlockerissue	2	Reports	Reports/Inventory/Lockers/LockerReport.aspx;Reports/Lockers/LockerReport.aspx
pr_k_getlockerissuedetails	2	Reports	Reports/Inventory/Lockers/LockerReport.aspx;Reports/Lockers/LockerReport.aspx
pr_k_getlockerrenewal	2	Reports	Reports/Inventory/Lockers/LockerReport.aspx;Reports/Lockers/LockerReport.aspx
pr_k_getlockerrenewaldetail	2	RetailBanking	RetailBanking/Dayend/DayendDetails.aspx;RetailBanking/Utilities/DayendCentral.aspx
pr_k_getlockerrenewaldetails	2	Reports	Reports/Inventory/Lockers/LockerReport.aspx;Reports/Lockers/LockerReport.aspx
pr_k_getlockerreturn	2	Reports	Reports/Inventory/Lockers/LockerReport.aspx;Reports/Lockers/LockerReport.aspx
pr_k_getlockerreturnaccountlist	2	Lockers	Lockers/k_LockerReturn.aspx;Lockers/k_LockerVisiting.aspx
pr_k_getlockerreturndetails	2	Reports	Reports/Inventory/Lockers/LockerReport.aspx;Reports/Lockers/LockerReport.aspx
pr_k_getlockerreturnlist	2	Lockers	Lockers/k_LockerReturn.aspx;Lockers/k_LockerVisiting.aspx
pr_k_getlockervisiting	2	Reports	Reports/Inventory/Lockers/LockerReport.aspx;Reports/Lockers/LockerReport.aspx
pr_k_getlockervisitingdetails	2	Reports	Reports/Inventory/Lockers/LockerReport.aspx;Reports/Lockers/LockerReport.aspx
pr_k_lockerchargesposting_ho	2	Lockers,RetailBanking	Lockers/k_LockerIssue.aspx;RetailBanking/Utilities/DayendCentral.aspx
pr_k_lockerchargesposting_this	2	Lockers,RetailBanking	Lockers/k_LockerIssue.aspx;RetailBanking/Utilities/DayendCentral.aspx
pr_k_lockerchargesposting_trf	2	Lockers,RetailBanking	Lockers/k_LockerIssue.aspx;RetailBanking/Utilities/DayendCentral.aspx
pr_k_lockerrenewalsave	2	Lockers,RetailBanking	Lockers/k_LockerIssue.aspx;RetailBanking/Utilities/DayendCentral.aspx
pr_k_r_lockeroprinopr	2	Reports	Reports/Inventory/Lockers/LockerReport.aspx;Reports/Lockers/LockerReport.aspx
pr_kyc_dashboard	2	RetailBanking	RetailBanking/KYC/kyc_Dashboard.aspx;RetailBanking/KYC/KYC_DashboardDetails.aspx
pr_kyc_getdownloadeddetails	2	HO,RetailBanking	HO/b_ClientCKYCR_V3.aspx;RetailBanking/KYC/kyc_ClientDetailsPopup.aspx
pr_kyc_isaadhaarpanalreadyverified	2	HO	HO/VerifyAadhar.aspx;HO/VerifyPancard.aspx
pr_kyc_validategaurdiandetails	2	HO	HO/b_ClientCKYCR_V1.aspx;HO/b_ClientCKYCR_V3.aspx
pr_kyc_validateglobalclientdocuploaded	2	HO	HO/b_ClientCKYCR_V1.aspx;HO/b_ClientCKYCR_V3.aspx
pr_kyc_validateguardianclientdetails	2	HO	HO/b_ClientCKYCR_V1.aspx;HO/b_ClientCKYCR_V3.aspx
pr_kyc_validaterelatedpersonnonindiviual	2	HO	HO/b_ClientCKYCR_V1.aspx;HO/b_ClientCKYCR_V3.aspx
pr_lg_sb_suitcasehistory	2	RetailBanking	RetailBanking/Legal/lg_SuitCaseClosing.aspx;RetailBanking/Legal/lg_SuitCaseHistory.aspx
pr_p_getcommemempquery	2	HO	HO/ProjectFormulation/p_CommitteeMasterMemberAP.aspx;HO/ProjectFormulation/p_CommitteeMasterMemberAR.aspx
pr_p_getcommitteemembershiptid	2	HO	HO/ProjectFormulation/p_CommitteeMasterMemberAR.aspx;HO/ProjectFormulation/p_SetCommitteeApprovalLimit.aspx
pr_p_getloancasedetails	2	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx
pr_p_getloanpurposelistschemewise	2	HO,Reports	HO/ProjectFormulation/p_Document.aspx;Reports/ProjectFormulation/p_LoanApplicationReport.aspx
pr_p_getloanschemes	2	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx
pr_p_getreportoptionapplicantdetails	2	HO,Reports	HO/ProjectFormulation/p_LoanCase_v1.aspx;Reports/ProjectFormulation/p_LoanApplicationReport.aspx
pr_p_getsqapplicantname	2	HO,Reports	HO/ProjectFormulation/p_LoanCase_v1.aspx;Reports/ProjectFormulation/p_LoanApplicationReport.aspx
pr_p_getsqloannumberannexpre	2	HO,Reports	HO/ProjectFormulation/p_AnnexPre.aspx;Reports/ProjectFormulation/p_LoanApplicationReport.aspx
pr_p_loanschemeupdate	2	HO	HO/ProjectFormulation/p_SchemeDetails.aspx;HO/ProjectFormulation/p_SchemeDetailsV1.aspx
pr_p_sb_getallbranches	2	HO	HO/ProjectFormulation/p_CommitteeMasterMemberAR.aspx;HO/ProjectFormulation/p_SetCommitteeApprovalLimit.aspx
pr_p_sb_getcommitteequery	2	HO	HO/ProjectFormulation/p_CommitteeMasterMemberAR.aspx;HO/ProjectFormulation/p_SetCommitteeApprovalLimit.aspx
pr_p_validateloanschemeslab	2	HO,RetailBanking	HO/Retailbanking/c_LoanScheme.aspx;RetailBanking/c_LoanScheme.aspx
pr_r_getmandatereportdata	2	RetailBanking	RetailBanking/ECS/MandateManagement/ecs_MandateReport.aspx;RetailBanking/Transaction/ecs_MandateReport.aspx
pr_re_fwgetatmrptv1	2	Reports	Reports/Reconciliation/re_FWNPCI_CBS_EntryStatusReport.aspx;Reports/Reconciliation/re_FWNPCI_CBS_StatusReport.aspx
pr_re_fwgetautorecondatewisestatus	2	Reconciliation,Reports	Reconciliation/re_FWAutoReconRRNWise.aspx;Reports/Reconciliation/re_FWDisputeTransactionReport.aspx
pr_re_fwgetdsrfilesforpassing	2	Reconciliation	Reconciliation/re_FWDeleteDSRUnpassedData.aspx;Reconciliation/re_FWTransactionDSRPassing.aspx
pr_re_fwgetdsrfilesfortransaction	2	Reconciliation	Reconciliation/re_FWDeleteImportDSRFileData.aspx;Reconciliation/re_FWTransactionDSR.aspx
pr_re_fwgetdsrpassingdata	2	Reconciliation	Reconciliation/re_FWDeleteDSRUnpassedData.aspx;Reconciliation/re_FWTransactionDSRPassing.aspx
pr_re_fwgetdsrtransactiondata	2	Reconciliation,Reports	Reconciliation/re_FWTransactionDSR.aspx;Reports/Reconciliation/re_FWTransactionDSRPassUnpassReport.aspx
pr_re_fwgettransactiondata	2	Reconciliation	Reconciliation/re_FWManualReconciliation.aspx;Reconciliation/re_FWTransaction.aspx
pr_re_fwgettransactiondetail	2	Reconciliation,Reports	Reconciliation/re_FWTransactionPopUp.aspx;Reports/Reconciliation/re_FWReconcileTransactionPopUp.aspx
pr_re_fwsettlementledgerxmldatasave	2	Reconciliation	Reconciliation/re_FWImportEntityFile.aspx;Reconciliation/re_FWSettlementImportMulti.aspx
pr_re_fwsettlementreportlist	2	Reconciliation,Reports	Reconciliation/re_FWDeleteImportSettlementData.aspx;Reports/Reconciliation/re_FWSettlementReport.aspx
pr_re_fwsettlementsummrycbs	2	Reports	Reports/Reconciliation/re_FWSettlementSummaryComparisionReport.aspx;Reports/Reconciliation/re_FWTrustBankSettelmentSummaryReport.aspx
pr_re_fwtextfilevalidatormonthly	2	Reconciliation	Reconciliation/re_FWImportExcelFile.aspx;Reconciliation/re_FWImportPOSExcelFile.aspx
pr_re_fwtransactionsave	2	Reconciliation	Reconciliation/re_FWTransaction.aspx;Reconciliation/re_FWTransactionCons.aspx
pr_re_fwtransactionunreconcile	2	Reconciliation,Reports	Reconciliation/re_FWForceReconciliation.aspx;Reports/Reconciliation/re_FWUnReconcileTransactionReport.aspx
pr_re_getlastreconciliationdate	2	Reconciliation	Reconciliation/re_OurLedgerImport.aspx;Reconciliation/re_Reconciliation.aspx
pr_re_getledgerreportdata	2	Reconciliation,Reports	Reconciliation/re_DeleteOLedgerImportData.aspx;Reports/Reconciliation/re_LedgerReport.aspx
pr_re_getoutputtype	2	Reconciliation	Reconciliation/Re_OutPutType.aspx;Reconciliation/re_ProcessTypeMatchCriteria.aspx
pr_re_gettrustbankbranchaccountdetails	2	Reconciliation	Reconciliation/re_AccountMapping.aspx;Reconciliation/re_OurLedgerImport.aspx
pr_re_gettrustbankmappedbranchaccountlist	2	Reconciliation	Reconciliation/re_AccountMapping.aspx;Reconciliation/re_OurLedgerImport.aspx
pr_re_getunreconcilecrdrdata	2	Reconciliation	Reconciliation/re_SelfReconciliation.aspx;Reconciliation/re_SelfReconciliationV1.aspx
pr_re_reconciliationrollback	2	Reconciliation	Reconciliation/re_ReconciliationRollBack.aspx;Reconciliation/re_ReconciliationRollBackV1.aspx
pr_re_rollbackrechistory	2	Reconciliation	Reconciliation/re_ReconciliationRollBack.aspx;Reconciliation/re_ReconciliationRollBackV1.aspx
pr_re_singlereconciliationrollback	2	Reconciliation	Reconciliation/re_ReconciliationRollBackV2.aspx;Reconciliation/re_SingleReconciliationRollback.aspx
pr_re_tledgerimportlist	2	Reconciliation	Reconciliation/re_DeleteTLedgerImportData.aspx;Reconciliation/re_TLedgerImportDataEdit.aspx
pr_rp_getchangelog	2	Reports	Reports/RBI Report/rp_RBIConfiguration.aspx;Reports/RBI Report/rp_RBIConfigurationLog.aspx
pr_rp_getrbiossintegritydata	2	Reports	Reports/RBI Report/rp_RBIOSSIntegrityData.aspx;Reports/RBI Report/rp_RBIOSSIntegrityDataExecutor.aspx
pr_rp_targetdisplayv3	2	Reports,RetailBanking	Reports/RBI Report/rp_TargetMaster.aspx;RetailBanking/Alerts/rp_TargetMonthAlertV1.aspx
pr_rp_xbrl_alm	2	Reports	Reports/RetailBanking/DCC_RBI_Report/DCC_RBI_Report.aspx;Reports/RetailBanking/XBRL/XBRL.aspx
pr_rp_xbrl_psws	2	Reports	Reports/RetailBanking/UtilityReports/UtilityReports.aspx;Reports/RetailBanking/XBRL/XBRL.aspx
pr_rpt_x_employeedemandstatement	2	Reports	Reports/EmployeeDemand/EmployeeDemandShortTermReport.aspx;Reports/EmployeeDemand/EmplyeeDemandModify.aspx
pr_sb_getledgeretries	2	RetailBanking	RetailBanking/b_LoanInterestRule.aspx;RetailBanking/LedgerNullifyContra.aspx
pr_sb_x_getgovtsecinvtimpconfig	2	RetailBanking	RetailBanking/Transaction/x_GovtSecInvestmentImport.aspx;RetailBanking/Transaction/x_GovtSecInvestmentImportConfig.aspx
pr_sh_getborrowerdetails	2	RetailBanking	RetailBanking/Transaction/x_DividendTransaction.aspx;RetailBanking/Transaction/x_TransactionOtherDetails.aspx
pr_sh_getguarantorofloanaccount	2	RetailBanking	RetailBanking/Transaction/x_DividendTransaction.aspx;RetailBanking/Transaction/x_TransactionOtherDetails.aspx
pr_sh_getledger	2	RetailBanking	RetailBanking/MemberSharedLedger.aspx;RetailBanking/Transaction/x_TransactionOtherDetails.aspx
pr_sh_getshareregisterimemberwise	2	RetailBanking	RetailBanking/Transaction/x_DividendTransaction.aspx;RetailBanking/Transaction/x_TransactionOtherDetails.aspx
pr_st_rptitemsvalwithrptdatecons	2	Reports	Reports/RetailBanking/OSSStatement/st_ViewReports.aspx;Reports/RetailBanking/UtilityReports/UtilityReports.aspx
pr_st_statement2	2	Reports	Reports/RetailBanking/OSSStatement/st_ViewReports.aspx;Reports/RetailBanking/UtilityReports/UtilityReports.aspx
pr_st_statement2cons	2	Reports	Reports/RetailBanking/OSSStatement/st_ViewReports.aspx;Reports/RetailBanking/UtilityReports/UtilityReports.aspx
pr_st_statement3	2	Reports	Reports/RetailBanking/OSSStatement/st_ViewReports.aspx;Reports/RetailBanking/UtilityReports/UtilityReports.aspx
pr_st_statement3cons	2	Reports	Reports/RetailBanking/OSSStatement/st_ViewReports.aspx;Reports/RetailBanking/UtilityReports/UtilityReports.aspx
pr_st_statement4	2	Reports	Reports/RetailBanking/OSSStatement/st_ViewReports.aspx;Reports/RetailBanking/UtilityReports/UtilityReports.aspx
pr_st_statement4cons	2	Reports	Reports/RetailBanking/OSSStatement/st_ViewReports.aspx;Reports/RetailBanking/UtilityReports/UtilityReports.aspx
pr_st_statement5cons	2	Reports	Reports/RetailBanking/OSSStatement/st_ViewReports.aspx;Reports/RetailBanking/UtilityReports/UtilityReports.aspx
pr_st_statement7cons	2	Reports	Reports/RBI Report/RBIReport.aspx;Reports/RetailBanking/OSSStatement/st_ViewReports.aspx
pr_str_getkycdetails	2	Reports	Reports/RetailBanking/AML/AMLKYCDetailsPopUp.aspx;Reports/RetailBanking/STR/STRKYCDetailsPopUp.aspx
pr_util_execqueryforrecselv2	2	UserControls	UserControls/RecordSelectorV2.aspx;UserControls/TssiplRecordSelectorV2.ascx
pr_x_batchtransactionsubmitted	2	RetailBanking	RetailBanking/Transaction/x_CashBatchTransaction.aspx;RetailBanking/Transaction/x_ManyToManyTransactionIBT_V1.aspx
pr_x_billcollectiondelete	2	RetailBanking	RetailBanking/BillCollection/x_billCollection.aspx;RetailBanking/BillCollection/x_BillPurchase.aspx
pr_x_billcollectionrealise	2	RetailBanking	RetailBanking/BillCollection/x_billCollection.aspx;RetailBanking/BillCollection/x_BillPurchase.aspx
pr_x_billcollectionrealisepass	2	RetailBanking	RetailBanking/BillCollection/x_billCollection.aspx;RetailBanking/BillCollection/x_BillPurchase.aspx
pr_x_billcollectionsave	2	RetailBanking	RetailBanking/BillCollection/x_billCollection.aspx;RetailBanking/BillCollection/x_BillPurchase.aspx
pr_x_calcintforfdpremature	2	RetailBanking	RetailBanking/Transaction/ShowFDInterestDetails.aspx;RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx
pr_x_calculatenpaprojection	2	Reports	Reports/RetailBanking/Reports.aspx;Reports/RetailBanking/NPA/ProbableNPA.aspx
